time,1d_next_raw_596,1d_next_raw_729,1d_next_raw_848,1d_next_raw_869,1d_next_raw_895,1d_next_raw_2304,1d_next_raw_2646,1d_next_raw_600059,1d_next_raw_600132,1d_next_raw_600298,1d_next_raw_600519,1d_next_raw_600600,1d_next_raw_603288,SIZE_596,SIZE_729,SIZE_848,SIZE_869,SIZE_895,SIZE_2304,SIZE_2646,SIZE_600059,SIZE_600132,SIZE_600298,SIZE_600519,SIZE_600600,SIZE_603288,SIZENL_596,SIZENL_729,SIZENL_848,SIZENL_869,SIZENL_895,SIZENL_2304,SIZENL_2646,SIZENL_600059,SIZENL_600132,SIZENL_600298,SIZENL_600519,SIZENL_600600,SIZENL_603288,LIQUIDITY_596,LIQUIDITY_729,LIQUIDITY_848,LIQUIDITY_869,LIQUIDITY_895,LIQUIDITY_2304,LIQUIDITY_2646,LIQUIDITY_600059,LIQUIDITY_600132,LIQUIDITY_600298,LIQUIDITY_600519,LIQUIDITY_600600,LIQUIDITY_603288,BETA_596,BETA_729,BETA_848,BETA_869,BETA_895,BETA_2304,BETA_2646,BETA_600059,BETA_600132,BETA_600298,BETA_600519,BETA_600600,BETA_603288,RESVOL_596,RESVOL_729,RESVOL_848,RESVOL_869,RESVOL_895,RESVOL_2304,RESVOL_2646,RESVOL_600059,RESVOL_600132,RESVOL_600298,RESVOL_600519,RESVOL_600600,RESVOL_603288,MOMENTUM_596,MOMENTUM_729,MOMENTUM_848,MOMENTUM_869,MOMENTUM_895,MOMENTUM_2304,MOMENTUM_2646,MOMENTUM_600059,MOMENTUM_600132,MOMENTUM_600298,MOMENTUM_600519,MOMENTUM_600600,MOMENTUM_603288,LEVERAGE_596,LEVERAGE_729,LEVERAGE_848,LEVERAGE_869,LEVERAGE_895,LEVERAGE_2304,LEVERAGE_2646,LEVERAGE_600059,LEVERAGE_600132,LEVERAGE_600298,LEVERAGE_600519,LEVERAGE_600600,LEVERAGE_603288,VALUE_596,VALUE_729,VALUE_848,VALUE_869,VALUE_895,VALUE_2304,VALUE_2646,VALUE_600059,VALUE_600132,VALUE_600298,VALUE_600519,VALUE_600600,VALUE_603288,EARNYLD_596,EARNYLD_729,EARNYLD_848,EARNYLD_869,EARNYLD_895,EARNYLD_2304,EARNYLD_2646,EARNYLD_600059,EARNYLD_600132,EARNYLD_600298,EARNYLD_600519,EARNYLD_600600,EARNYLD_603288,GROWTH_596,GROWTH_729,GROWTH_848,GROWTH_869,GROWTH_895,GROWTH_2304,GROWTH_2646,GROWTH_600059,GROWTH_600132,GROWTH_600298,GROWTH_600519,GROWTH_600600,GROWTH_603288,LTREV_596,LTREV_729,LTREV_848,LTREV_869,LTREV_895,LTREV_2304,LTREV_2646,LTREV_600059,LTREV_600132,LTREV_600298,LTREV_600519,LTREV_600600,LTREV_603288,STREV_596,STREV_729,STREV_848,STREV_869,STREV_895,STREV_2304,STREV_2646,STREV_600059,STREV_600132,STREV_600298,STREV_600519,STREV_600600,STREV_603288,price_596,price_729,price_848,price_869,price_895,price_2304,price_2646,price_600059,price_600132,price_600298,price_600519,price_600600,price_603288
2015-07-27 10:00:00,-0.13910905,-0.13860252,-0.16432978,-0.13117547,-0.1136902,-0.11207421,-0.16476841,-0.17985013,-0.16093835,-0.16966581,-0.07436723,-0.12670808,-0.14896178,-1.3066282,-0.6911914,-1.3499117,-0.9757605,0.45294845,0.8441335,-1.4970608,-1.7313392,-1.8052956,-1.4448755,1.6855404,-0.551324,0.7362946,1.0324267,0.80291754,1.0277902,0.96998584,-0.30078435,-0.59892917,0.9866907,0.83219665,0.75844777,1.0058963,-0.56684846,0.6921362,-0.53026396,0.36438128,-0.14179462,0.9512129,-0.9000697,-0.9331333,-2.2017322,0.39393893,1.5280206,0.9856393,1.0501804,-2.036904,-0.56832755,-2.2017322,0.047393758,-0.022099122,0.24684429,-0.4325727,-0.9196459,-1.4288801,1.0561591,0.90332305,0.82162154,-0.15063499,-1.7839657,-0.7761788,-1.2486224,-0.21819033,-0.68410224,-0.7677717,-0.6585873,-1.1957804,-0.8151348,-0.3171715,-0.2508871,-0.25974628,-0.19278137,-1.0368625,-1.1229318,-0.6782511,-0.1319358,-0.39160323,-0.44164705,-0.2738459,-0.6531381,-0.16688429,-0.36510926,-0.3099007,-0.49698845,-0.008768478,-0.1437786,-0.51666176,-0.24683303,-0.830152,-0.91397834,-1.0480689,-0.97705007,-1.0435615,-0.9210919,-1.1589389,-1.2492893,-0.19236879,-0.41359872,-1.2055448,-0.3690871,-0.9053794,-0.4002284,0.7877631,-1.468891,-0.0012260937,-0.7740168,-0.9102598,-1.0236766,-0.0024769749,-1.2442421,-0.78363276,-0.9241343,0.8785577,-1.6698716,0.012497026,-0.11301782,-0.17144239,0.21473204,0.3315607,0.059456944,-0.26070946,-0.472992,-0.6090642,-0.34945184,0.30484766,0.46258843,-0.2977075,-0.34990922,-0.7954471,0.06992675,-0.67139304,-1.0050805,-0.33617896,-0.2006994,-0.10676211,-0.05427705,0.22073004,0.5241838,0.24409953,0.11460736,1.0286728,0.09613976,-0.70105374,1.5355529,0.13202654,0.45906025,1.1349479,0.9124195,0.9006222,0.9949864,0.2268131,-0.30643114,-0.03326188,-0.10335416,0.46366724,0.10434217,0.44287395,-0.0052994527,0.29571456,0.09237859,0.19102506,0.6029059,-1.1860367,0.42811793,0.68222284,-0.17041768,77.8961225046406,18.874203363689055,79.82052862632644,61.00064769004764,73.11615626924254,245.86627187696243,27.6309980029335,19.55405131216078,19.41844987880307,40.6850993210472,326.3013542577786,42.13405130274789,121.95303199015777
2015-07-28 10:00:00,0.0847619,0.087765954,0.09731544,0.08459384,0.057723142,0.04726837,0.05727273,0.10862944,0.084525354,0.086687304,0.015511584,0.06401138,0.09123055,-1.318365,-0.6962308,-1.3618504,-0.9871574,0.4519951,0.8358053,-1.5090046,-1.7438895,-1.8176363,-1.4478428,1.680953,-0.5615576,0.72773737,1.0298308,0.8050206,1.02435,0.9728741,-0.2987494,-0.5922629,0.9803167,0.8202264,0.74493474,1.0035442,-0.5698732,0.6994145,-0.5226446,0.32751006,-0.14407343,0.9549467,-0.9082183,-0.9366801,-2.212741,0.4043168,1.5262766,0.9899655,1.0643352,-2.051845,-0.572825,-2.212741,0.065294094,-0.002481466,0.26023027,-0.42176455,-0.89601606,-1.4118011,1.0522468,0.9355024,0.83247083,-0.14682959,-1.7807744,-0.76539105,-1.2290516,-0.28656256,-0.6938218,-0.7518067,-0.64464664,-1.1878272,-0.8167903,-0.34370553,-0.3310839,-0.2797145,-0.2673271,-1.0521469,-1.110327,-0.6653615,-0.14044446,-0.40318057,-0.43649927,-0.26653564,-0.6351158,-0.13601282,-0.38100427,-0.32993406,-0.5176331,-0.024822922,-0.117435075,-0.51134205,-0.21007176,-0.8294503,-0.9133132,-1.0473309,-0.97614425,-1.0429077,-0.92038476,-1.1582373,-1.2486058,-0.19114518,-0.41286388,-1.2048832,-0.36724916,-0.90465814,-0.38283727,0.7972661,-1.4576688,0.018855216,-0.76820636,-0.8958059,-1.0100213,0.01748733,-1.2319291,-0.77900916,-0.9340329,0.9026336,-1.6598612,0.014966376,-0.11449049,-0.17004448,0.2186171,0.32838854,0.06224054,-0.2599732,-0.47351092,-0.61043316,-0.35227314,0.28745848,0.46752837,-0.29711965,-0.34920806,-0.7948385,0.071360864,-0.6706967,-1.0036161,-0.33521503,-0.19969901,-0.105892636,-0.054881584,0.22093967,0.52533615,0.24507636,0.11588387,1.0417761,0.112053625,-0.7132457,1.5492536,0.12520301,0.47144344,1.1369653,0.91666913,0.87337387,1.0025138,0.23319311,-0.28600228,-0.012501194,-0.06564201,0.53726137,0.13246563,0.46067846,0.1927254,0.3826825,-0.035768572,0.24632736,0.5368541,-1.1487061,0.5162233,0.71607614,-0.06292969,67.06006720131673,16.258191213624478,66.70363861650387,52.998859151489434,64.80356626231777,218.31100387615322,23.078282310726536,16.037252741447432,16.29327654860836,33.78222899922428,302.0352250133897,36.79532678985313,103.78669108280657
2015-07-29 10:00:00,0.103306994,0.07334963,0.02385321,0.03176653,0.008590197,0.033524122,0.0683577,0.04029304,0.055755395,0.03675214,0.0109664155,0.0021390375,0.028839922,-1.2896961,-0.6704116,-1.3668544,-0.9599211,0.4589676,0.8293956,-1.5387502,-1.7189016,-1.8202882,-1.4259442,1.6873583,-0.5275696,0.7244339,1.0354993,0.7844539,1.0295233,0.9604602,-0.29622725,-0.5786056,0.9779496,0.8623236,0.7668205,1.0178562,-0.5742173,0.66963494,-0.5103675,0.30382186,-0.12916683,0.9575381,-0.8972538,-0.92892534,-2.1984715,0.41101474,1.5292704,0.99631023,1.0794111,-2.0527437,-0.5606121,-2.1984715,0.07290793,-0.017673101,0.25384885,-0.42444256,-0.89499885,-1.4125172,1.076202,0.9411717,0.8440512,-0.15624711,-1.7930827,-0.78616786,-1.2155591,-0.19687049,-0.73447084,-0.7573681,-0.66187644,-1.1973658,-0.8173577,-0.26270515,-0.3720265,-0.34257945,-0.34253985,-1.0494859,-1.0985575,-0.6554853,-0.1374143,-0.39956462,-0.41572717,-0.24837475,-0.6049894,-0.10239005,-0.38319615,-0.33623347,-0.52222764,-0.027694501,-0.09200043,-0.49380893,-0.16613072,-0.83964086,-0.9237042,-1.0574982,-0.987448,-1.0530583,-0.93064356,-1.1683784,-1.2589345,-0.20089106,-0.4247551,-1.2151421,-0.38666445,-0.91482204,-0.46843016,0.6338591,-1.4754732,-0.0945452,-0.8519646,-0.96640474,-1.0073516,-0.06375842,-1.2478474,-0.8359041,-0.9963099,0.70551753,-1.6906368,-0.01542171,-0.14448579,-0.17581262,0.17595047,0.27351716,0.024106128,-0.25303712,-0.4827519,-0.61024874,-0.36420515,0.2446504,0.39794815,-0.31865513,-0.35190633,-0.79601,0.06703759,-0.6723112,-1.0043287,-0.33803535,-0.20298599,-0.10945812,-0.058198486,0.21646196,0.51956475,0.2402986,0.111455634,1.0414746,0.11718558,-0.73730475,1.5475821,0.106810845,0.474768,1.1259704,0.91051704,0.8324734,0.9937392,0.22562739,-0.27974802,0.011017676,0.058792785,0.57032347,0.09655721,0.5345091,0.3299017,0.4389059,0.034753043,0.32537067,0.52505034,-1.1099846,0.4903406,0.73669946,0.08294325,72.74420623076166,17.68510693184152,73.1949323073717,57.48223603209161,68.54423176543392,228.63020871770456,24.400038479431785,17.779370551939692,17.670471575473826,36.710719438785524,306.7202697684945,39.150646427894934,113.25520816178961
2015-07-30 10:00:00,0.009283819,-0.0261959,-0.044205494,-0.04680851,-0.05210421,-0.029113924,-0.03420523,-0.045774646,-0.04770017,-0.060456168,-0.012736077,-0.025488257,-0.037480313,-1.2436707,-0.6175977,-1.346504,-0.95177394,0.47113606,0.84325784,-1.5077007,-1.69993,-1.781465,-1.412354,1.6944804,-0.5364686,0.7542365,1.0291222,0.744614,1.0234647,0.9562617,-0.31562397,-0.5954738,0.9765954,0.8532893,0.776724,1.010155,-0.5529394,0.67777216,-0.53988546,0.23404346,-0.15267172,0.92585814,-0.92854273,-0.95142967,-2.2169526,0.38201672,1.4966973,0.9654449,1.0530001,-2.0794265,-0.5720221,-2.2169526,0.01310296,-0.08994611,0.19691226,-0.47180918,-0.9427883,-1.4535791,1.0413061,0.89751977,0.80851656,-0.23091185,-1.8413914,-0.8299105,-1.2565103,-0.24753319,-0.70209277,-0.7901308,-0.71323746,-1.2280021,-0.847268,-0.26360124,-0.31804177,-0.35357088,-0.35915524,-1.0772693,-1.1272383,-0.6991927,-0.15116924,-0.40008542,-0.39909708,-0.23899283,-0.58636385,-0.08006331,-0.38403144,-0.34332517,-0.52804637,-0.02190135,-0.07742819,-0.48833743,-0.1336999,-0.8427163,-0.9268391,-1.0605841,-0.9901376,-1.0560267,-0.9334955,-1.1714906,-1.2760923,-0.20508528,-0.42740756,-1.2182187,-0.38413793,-0.91782254,-0.49482328,0.58408326,-1.4696697,-0.053817,-0.8156959,-0.9315467,-1.0115005,-0.05068717,-1.2580574,-0.820232,-0.9458442,0.81602997,-1.6824819,-0.030041331,-0.15601458,-0.17331511,0.18912047,0.2953669,0.043249086,-0.25526655,-0.4370192,-0.6072573,-0.35838133,0.28218606,0.43469426,-0.31175163,-0.34766686,-0.79253465,0.07272795,-0.668553,-1.0001951,-0.33347815,-0.19818702,-0.17853382,-0.05499911,0.22098975,0.5256086,0.24572924,0.11703378,1.0433259,0.13052829,-0.7535509,1.5567604,0.09960212,0.48578712,1.1226711,0.9142399,0.7926608,0.99485797,0.22286119,-0.26798266,0.043305933,0.021162322,0.41555724,0.021240607,0.40016815,0.19748299,0.30157766,0.118824564,0.31064087,0.5905637,-1.1966579,0.24622835,0.5336683,0.01482847,80.25919153935367,18.982303039311557,74.94086647250165,59.30824714571437,69.13304022425775,236.29483550219018,26.06796888279793,18.49575544597389,18.655695710077584,38.05991681986909,310.08389164395436,39.234391126136416,116.52147955725277
2015-07-31 10:00:00,0.053088043,0.05964912,-0.0125,0.010504202,0.033298098,0.032594524,0.034583334,-0.013837638,0.013714967,-0.055571806,0.0030902044,0.026053214,0.048429318,-1.2051473,-0.6174862,-1.37014,-0.9660573,0.4363187,0.8461081,-1.498475,-1.7149116,-1.8034497,-1.4298853,1.6943187,-0.5458177,0.7550205,1.0236847,0.74140066,1.017649,0.9588322,-0.2806488,-0.5922997,0.97996557,0.84283704,0.75760114,1.003895,-0.5540985,0.68289953,-0.5357496,0.20180485,-0.14930587,0.9281173,-0.93495566,-0.95284986,-2.2040954,0.3825541,1.4894606,0.9620804,1.0553019,-2.0723019,-0.54132825,-2.2040954,-0.04130125,-0.12798233,0.21056293,-0.4699876,-0.92692715,-1.4408259,1.0384017,0.8854421,0.80485207,-0.23298869,-1.8413713,-0.8223392,-1.2523886,-0.28540784,-0.67742735,-0.75254846,-0.67696667,-1.1965667,-0.85177684,-0.26034036,-0.3716843,-0.3237707,-0.3933145,-1.0788647,-1.1191856,-0.6813077,-0.16442913,-0.4064363,-0.38954622,-0.23547332,-0.5731695,-0.05957418,-0.39084277,-0.35897827,-0.5408067,-0.0131546995,-0.05727555,-0.4866361,-0.10603757,-0.84601295,-0.9299702,-1.0637308,-0.99305904,-1.0592026,-0.93660337,-1.1748571,-1.2794857,-0.20680858,-0.42941833,-1.2215486,-0.38574588,-0.9209119,-0.56310403,0.5708375,-1.4656035,-0.04157142,-0.7781433,-0.93593925,-1.0328382,-0.043722305,-1.2534951,-0.8134541,-0.97962606,0.8280276,-1.6869416,-0.06281447,-0.16233473,-0.16961654,0.19124152,0.32420418,0.0383288,-0.26692694,-0.43967438,-0.60867566,-0.35872194,0.25079563,0.4351475,-0.31524172,-0.3469483,-0.79199433,0.07362754,-0.6679618,-0.9997205,-0.33274883,-0.19740334,-0.1777447,-0.05418984,0.22192433,0.5266823,0.24668854,0.11794788,1.0462223,0.14534298,-0.77211905,1.5697293,0.09107258,0.49945864,1.1216768,0.91981775,0.75392586,0.99645174,0.221961,-0.25763816,0.07851523,-0.1592977,0.14678289,0.015383912,0.28616822,0.085009694,0.21840078,0.14041622,0.20303568,0.4741634,-1.1454657,0.1746008,0.41884184,-0.08705078,81.00430339714606,18.485044531448043,71.62806831302429,56.53211642825539,65.53091788792369,229.4153656078226,25.17630797533804,17.649118753024386,17.765815846564514,35.75896004592811,306.13463917410644,38.23437483427578,112.15421780376833
2015-08-03 10:00:00,-0.0067382082,0.037527595,0.07594936,0.030405406,0.01892583,0.05886995,0.04349577,0.04303087,0.056470588,0.0027872405,0.03618582,0.018368449,0.031210987,-1.135911,-0.56944,-1.3719887,-0.9504069,0.4634762,0.8915458,-1.4585263,-1.7057103,-1.7796632,-1.4838076,1.696082,-0.53364235,0.7888481,1.0211121,0.7079213,1.0260711,0.9589701,-0.30499202,-0.61896473,1.0040408,0.86052775,0.79230535,0.99497825,-0.55744886,0.67773366,-0.55906767,0.18943846,-0.15768519,0.9194719,-0.94151783,-0.9433838,-2.1907952,0.37877238,1.4833106,0.9605787,1.0491463,-2.0799146,-0.52020866,-2.1907952,-0.041842975,-0.117583334,0.23901957,-0.4396882,-0.888268,-1.4016144,1.0459739,0.89716524,0.8159512,-0.19439913,-1.7906106,-0.7880847,-1.2173269,-0.34657225,-0.6409144,-0.750393,-0.6626174,-1.1977177,-0.8628249,-0.26326793,-0.37009713,-0.3073915,-0.38293475,-1.1002043,-1.0710193,-0.68611395,-0.19040187,-0.41165814,-0.38184822,-0.23691536,-0.55829704,-0.05821865,-0.3898917,-0.37363642,-0.5424709,-0.014029938,-0.06204168,-0.48884916,-0.09388976,-0.85003215,-0.9339215,-1.0672598,-0.9969445,-1.0628126,-0.9404642,-1.1784832,-1.282977,-0.21162151,-0.42954704,-1.2250738,-0.3911896,-0.924638,-0.65620303,0.46236402,-1.4724336,-0.066560715,-0.81980515,-0.99461436,-1.0735208,-0.05083968,-1.2757055,-0.74934906,-0.9967883,0.8030674,-1.7124764,-0.10681576,-0.1910826,-0.1715636,0.17373754,0.28813878,-0.001950014,-0.28601184,-0.44438273,-0.61392534,-0.3429932,0.23499456,0.41546994,-0.33383405,-0.35016596,-0.79618037,0.07205309,-0.67180806,-1.0033445,-0.33564252,-0.19999318,-0.18043317,-0.058311947,0.21925661,0.52566963,0.24493428,0.11628172,1.0458342,0.1623939,-0.7850119,1.5775067,0.08739745,0.5130662,1.1211528,0.9232495,0.7178721,0.9953454,0.21932141,-0.24184512,0.119950265,-0.448335,-0.0992269,0.030036489,0.18655631,0.07626753,0.12363766,0.090050906,0.10326243,0.37921587,-1.058247,0.072243504,0.309007,-0.18830758,85.3046632621194,19.58766122279758,70.73271745911148,57.12594118065303,67.71297276474144,236.89305027561343,26.046988626151812,17.40489663005818,18.00947342824071,33.77177010479728,307.0806578265795,39.23050322519095,117.58577023667334
2015-08-04 10:00:00,0.047738694,0.038297873,0.038235296,0.046153847,0.025100403,-0.007899836,0.08683906,0.05650224,0.04454343,0.05806053,0.008117036,0.022281168,0.02027845,-1.1005454,-0.470196,-1.3237333,-0.93731314,0.47160482,0.90200984,-1.3733107,-1.6691098,-1.7126706,-1.5067099,1.6588223,-0.51164794,0.83416593,1.0226283,0.6310943,1.0459875,0.96121716,-0.29411674,-0.60539675,1.0404404,0.91409475,0.88079333,1.004064,-0.5831446,0.66746855,-0.56768316,0.22662535,-0.13483453,0.93865573,-0.92621917,-0.914115,-2.1660058,0.40027168,1.502981,0.98240495,1.0738941,-2.069675,-0.4891109,-2.1660058,-0.021739291,-0.09910255,0.27671337,-0.38781074,-0.8299157,-1.3427432,1.0515091,0.9234852,0.83536935,-0.12685695,-1.716741,-0.7328909,-1.1693673,-0.33494925,-0.51257324,-0.7133671,-0.66767925,-1.1634389,-0.8008072,-0.20414811,-0.37383044,-0.27114278,-0.3741098,-1.0851195,-1.0611866,-0.60080856,-0.19999053,-0.39169407,-0.3572253,-0.23120445,-0.5212543,-0.050568674,-0.37083453,-0.36980498,-0.52103883,-0.008469083,-0.067162916,-0.46569568,-0.081969336,-0.859613,-0.943946,-1.0764096,-1.006693,-1.0718801,-0.9499331,-1.1875407,-1.2917122,-0.2253038,-0.43822455,-1.2338283,-0.4082502,-0.93404454,-0.74331117,0.17351252,-1.539974,-0.1368818,-0.9085329,-1.0882676,-1.1874961,-0.13635963,-1.3580748,-0.75155455,-1.0609493,0.6755366,-1.7851815,-0.1360333,-0.25264123,-0.20235589,0.1489142,0.2383883,-0.0458114,-0.32527438,-0.45779288,-0.6269387,-0.3406407,0.20414683,0.36744177,-0.3716469,-0.357101,-0.8030848,0.06647994,-0.67858756,-1.0082978,-0.34201866,-0.20636076,-0.1870722,-0.06821133,0.21096867,0.51925534,0.23828647,0.11034614,1.0316455,0.1728165,-0.8147949,1.5776404,0.079183124,0.5137513,1.1068499,0.9191545,0.6872429,0.9852494,0.19801639,-0.2339752,0.15406199,-0.7901877,-0.3162651,0.06487282,0.18505895,0.12536408,0.031799678,-0.10697676,0.07639962,0.25142878,-0.797272,0.06193662,0.3127473,-0.2642165,84.7298626861081,20.3227390170306,76.1048225825883,58.86287858141613,68.99449705747568,250.83893218104333,27.179922485042027,18.15384447382121,19.026478986541363,33.86590015464032,318.19262295086645,39.9511067420232,121.2557380967443
2015-08-05 10:00:00,-0.01558753,-0.04610656,0.0016997167,-0.033992287,-0.021057786,-0.043419473,-0.018465908,-0.04499151,-0.051172707,-0.0323993,-0.038432732,-0.0345096,0.010382676,-1.0541219,-0.46741152,-1.2979208,-0.9252681,0.47741294,0.92565405,-1.3719064,-1.6489378,-1.6949542,-1.4611228,1.6838374,-0.5155162,0.83158934,1.0014676,0.6213028,1.0358998,0.9492141,-0.31786555,-0.636989,1.0274014,0.9046975,0.8691451,1.0041374,-0.5657432,0.6638943,-0.58613104,0.18410479,-0.1414924,0.8987128,-0.9625132,-0.9375727,-2.196486,0.373322,1.4548497,0.9383643,1.0354201,-2.1383722,-0.4904554,-2.196486,-0.07899844,-0.1501853,0.23635238,-0.42326203,-0.8655462,-1.3844509,1.0033365,0.8822699,0.79140896,-0.14975826,-1.7473257,-0.76905876,-1.2124679,-0.3454301,-0.5515954,-0.7040152,-0.7225222,-1.1823157,-0.85545105,-0.22028248,-0.40682885,-0.3080126,-0.41534364,-1.1129279,-1.0994922,-0.66734946,-0.20062624,-0.37235034,-0.3336602,-0.22284572,-0.49348283,-0.041950826,-0.35245568,-0.36349827,-0.5041585,0.0031978525,-0.06587957,-0.4459016,-0.06751525,-0.85245734,-0.93653816,-1.0692669,-0.9989939,-1.0647231,-0.9426125,-1.1804111,-1.2847109,-0.21720901,-0.43179482,-1.2268134,-0.3945067,-0.9266911,-0.7585066,0.24754632,-1.5290132,-0.097896084,-0.8546639,-1.0535024,-1.15671,-0.12705958,-1.3449658,-0.77099407,-1.0028182,0.77936274,-1.7560761,-0.14569233,-0.23737541,-0.2018623,0.1630938,0.2736001,-0.029135222,-0.31534103,-0.4562103,-0.62435997,-0.34724683,0.246044,0.40592685,-0.35300785,-0.35336283,-0.79962724,0.07066734,-0.67503417,-1.0047148,-0.33819747,-0.20245185,-0.18318665,-0.064678244,0.21489164,0.52362114,0.24244232,0.11451391,1.0344737,0.19786654,-0.83889717,1.5983416,0.08325299,0.5307598,1.1091427,0.92399406,0.67907035,0.99125004,0.19246367,-0.21605854,0.18733503,-1.0933264,-0.724453,-0.025374394,0.08591475,-0.011842385,-0.25770956,-0.45637757,-0.017055567,0.046257004,-0.4937545,-0.12240849,0.11580542,-0.5739382,88.77475562840976,21.10105668151262,79.01471285780491,61.57962682363534,70.72628664225168,248.85734574407877,29.54020135772997,19.179577390279267,19.873983618458574,35.832172306917144,320.77540403380885,40.84126402752186,123.71461656299184
2015-08-06 10:00:00,-0.025578562,0.016111707,-0.015271493,0.023958074,0.0055027516,0.007852992,-0.013386397,0.024888888,0.026404494,0.03137255,0.0076919333,0.0099435635,-0.008514387,-1.0964124,-0.4897135,-1.2827227,-0.9230877,0.48695925,0.92613506,-1.3618063,-1.6659461,-1.7285016,-1.4727457,1.6983399,-0.51834124,0.83866966,1.012043,0.63864464,1.0342165,0.9464883,-0.333295,-0.6450791,1.0265285,0.8872751,0.83483106,0.99677855,-0.5583077,0.6638618,-0.59809715,0.19832729,-0.12320506,0.8976657,-0.97496796,-0.9400912,-2.1781845,0.3615416,1.4518539,0.9346084,1.0186067,-2.1480238,-0.5038053,-2.1781845,-0.0895109,-0.15839054,0.22728193,-0.4284208,-0.8678389,-1.3853197,0.9891345,0.8685063,0.77919024,-0.15045246,-1.7398673,-0.77128834,-1.2153497,-0.32207844,-0.551195,-0.67951196,-0.7359033,-1.220305,-0.87305707,-0.26074758,-0.35404956,-0.25166437,-0.44482425,-1.1592758,-1.1377351,-0.69165474,-0.19982542,-0.3696312,-0.32857296,-0.22624312,-0.48321304,-0.039260916,-0.3485839,-0.3646623,-0.5038559,0.010223127,-0.07000101,-0.4445339,-0.062092435,-0.85153687,-0.93550116,-1.0682992,-0.9977481,-1.0637472,-0.9416763,-1.1792632,-1.2833576,-0.215263,-0.43025592,-1.2256068,-0.39081645,-0.9258626,-0.6921567,0.32916868,-1.53121,-0.08316831,-0.8347085,-1.0221322,-1.1589384,-0.09163201,-1.3170161,-0.7499049,-0.9886229,0.82411236,-1.7453109,-0.11872286,-0.22116174,-0.20731679,0.16870987,0.2874716,-0.0107391365,-0.3182741,-0.45249265,-0.6218166,-0.34258214,0.25601265,0.42335275,-0.3463323,-0.34933648,-0.79333305,0.07135539,-0.66948664,-0.99902666,-0.33472455,-0.199684,-0.18028685,-0.059613496,0.21714824,0.5226967,0.24316181,0.11528496,1.0254983,0.21482281,-0.8693634,1.6052345,0.0757155,0.5368294,1.0996484,0.91639376,0.666015,0.9864109,0.17503937,-0.20542008,0.2073418,-1.3881555,-1.0637871,-0.18053043,-0.0067483587,-0.15152572,-0.49492162,-0.7185956,-0.14474893,-0.18715537,-0.3657567,-0.13240479,-0.0021672708,-0.78191763,87.39097646393813,20.12815960091009,79.14901548589184,59.48639457143366,69.2369475993443,238.05209139912103,28.994714684930976,18.316659222465344,18.85697806015792,34.67123502551966,308.447129213485,39.431848325482314,124.99910531401667
2015-08-07 10:00:00,0.03425,0.033826638,-0.004020678,0.009017792,0.012437811,-0.0043634097,0.011367803,0.029488292,0.00821018,0.050892074,-0.00574907,0.0029270889,0.0038495706,-1.1094669,-0.5165986,-1.2837226,-0.90069246,0.50670415,0.9148255,-1.3687007,-1.6630323,-1.7264031,-1.4647487,1.7009559,-0.52259517,0.8598586,1.0235564,0.668176,1.0421432,0.9431405,-0.35388622,-0.64480966,1.0329132,0.8945865,0.84099424,1.0066777,-0.55804837,0.6734398,-0.6154036,0.15430091,-0.123482764,0.8604699,-1.0117999,-0.9452004,-2.1739035,0.33848634,1.4015391,0.8953957,0.95889753,-2.1709292,-0.51257384,-2.1739035,-0.090570465,-0.15598403,0.22744617,-0.42682073,-0.8643078,-1.381122,0.9883426,0.86854047,0.7802043,-0.14802015,-1.7329468,-0.7675062,-1.2125831,-0.32742158,-0.56227845,-0.73495793,-0.7535767,-1.2047143,-0.87891704,-0.27029845,-0.32345143,-0.19837551,-0.44241205,-1.1461607,-1.0739936,-0.7243749,-0.19851047,-0.3794956,-0.33224884,-0.23214,-0.4970369,-0.04474519,-0.34721872,-0.3721466,-0.5160495,0.024047228,-0.07948987,-0.4642213,-0.06564413,-0.8502151,-0.9338593,-1.0665125,-0.9965358,-1.0620493,-0.940096,-1.1772487,-1.2811532,-0.2154081,-0.43022847,-1.2235696,-0.38883874,-0.9244311,-0.6754995,0.40388438,-1.5363834,-0.11954822,-0.84743494,-1.0000567,-1.1573689,-0.10079395,-1.3253688,-0.76360685,-0.98909366,0.8532158,-1.7546716,-0.11578653,-0.2108629,-0.21139957,0.14591362,0.27215567,0.000393476,-0.31982705,-0.45694044,-0.62530935,-0.35005698,0.2515579,0.4249746,-0.3529265,-0.34991917,-0.7921952,0.067713745,-0.6689658,-0.9990813,-0.335939,-0.2014401,-0.18184067,-0.05829457,0.21571983,0.51813805,0.23994607,0.11184225,1.0139413,0.23346457,-0.8758013,1.6065927,0.07463382,0.5441005,1.0876906,0.90263367,0.65724874,0.9804198,0.1610244,-0.19022737,0.2206806,-1.4175799,-1.2110323,-0.3760409,-0.044453945,-0.17367436,-0.53523767,-0.914965,-0.21710627,-0.28961352,-0.3614522,-0.092091024,-0.010646868,-0.8521516,85.15564089056092,20.452458627777602,77.94029183310955,60.91157397718799,69.61794130799504,239.9215125660687,28.606579936977848,18.772540518668926,19.35488703140928,35.75896004592811,310.8196839292112,39.823941415523386,123.93481463459611
